1.0,0.0 0.0 0.0 0.0 0.087248322147651 0.026845637583892617 0.06040268456375839 0.013422818791946308
0.0,0.0 0.04918032786885246 0.01639344262295082 0.00819672131147541 0.0942622950819672 0.01639344262295082 0.04918032786885246 0.0
0.0,0.005555555555555556 0.005555555555555556 0.016666666666666666 0.0 0.10555555555555556 0.0 0.1 0.022222222222222223
1.0,0.002320185614849188 0.009280742459396751 0.0069605568445475635 0.0 0.10672853828306264 0.004640371229698376 0.05104408352668213 0.01160092807424594
0.0,0.004032258064516129 0.0 0.04032258064516129 0.012096774193548387 0.07258064516129033 0.012096774193548387 0.04032258064516129 0.016129032258064516
0.0,0.014388489208633094 0.014388489208633094 0.007194244604316547 0.0 0.09352517985611511 0.02877697841726619 0.06474820143884892 0.014388489208633094
0.0,0.025210084033613446 0.0 0.025210084033613446 0.0 0.025210084033613446 0.008403361344537815 0.01680672268907563 0.0
0.0,0.01875 0.0 0.04375 0.00625 0.03125 0.01875 0.01875 0.00625
9.0,0.009242144177449169 0.024029574861367836 0.014787430683918669 0.0 0.08317929759704251 0.014787430683918669 0.06839186691312385 0.012939001848428836
5.0,0.002857142857142857 0.004285714285714286 0.004285714285714286 0.002857142857142857 0.10285714285714286 0.032857142857142856 0.06714285714285714 0.02142857142857143
4.0,0.008064516129032258 0.009408602150537635 0.010752688172043012 0.005376344086021506 0.06317204301075269 0.01747311827956989 0.033602150537634407 0.009408602150537635
4.0,0.00878293601003764 0.00878293601003764 0.00878293601003764 0.005018820577164366 0.06775407779171895 0.01756587202007528 0.033877038895859475 0.011292346298619825
0.0,0.0 0.0 0.0070921985815602835 0.014184397163120567 0.0851063829787234 0.028368794326241134 0.04964539007092199 0.0
4.0,0.009019165727170236 0.009019165727170236 0.010146561443066516 0.0033821871476888386 0.06877113866967305 0.03269447576099211 0.040586245772266064 0.015783540022547914
4.0,0.025423728813559324 0.00423728813559322 0.0211864406779661 0.00847457627118644 0.07627118644067797 0.01694915254237288 0.029661016949152543 0.00847457627118644
4.0,0.016216216216216217 0.0 0.02702702702702703 0.021621621621621623 0.0918918918918919 0.02702702702702703 0.043243243243243246 0.021621621621621623
0.0,0.0 0.014285714285714285 0.007142857142857143 0.007142857142857143 0.10714285714285714 0.014285714285714285 0.05714285714285714 0.014285714285714285
5.0,0.008064516129032258 0.002688172043010753 0.0013440860215053765 0.01478494623655914 0.125 0.013440860215053764 0.053763440860215055 0.006720430107526882
4.0,0.007204610951008645 0.008645533141210375 0.007204610951008645 0.002881844380403458 0.059077809798270896 0.021613832853025938 0.03314121037463977 0.007204610951008645
4.0,0.006745362563237774 0.011804384485666104 0.008431703204047217 0.0016863406408094434 0.050590219224283306 0.01854974704890388 0.026981450252951095 0.008431703204047217
7.0,0.0 0.005 0.0 0.0 0.095 0.01 0.075 0.01
5.0,0.0 0.003816793893129771 0.015267175572519083 0.0 0.08778625954198473 0.007633587786259542 0.07633587786259542 0.003816793893129771
4.0,0.001669449081803005 0.015025041736227046 0.0 0.001669449081803005 0.08514190317195326 0.0333889816360601 0.05509181969949917 0.00667779632721202
1.0,0.00641025641025641 0.002136752136752137 0.010683760683760684 0.010683760683760684 0.07051282051282051 0.014957264957264958 0.0405982905982906 0.021367521367521368
7.0,0.011583011583011582 0.023166023166023165 0.011583011583011582 0.003861003861003861 0.08108108108108109 0.023166023166023165 0.05019305019305019 0.003861003861003861
1.0,0.0 0.0 0.0 0.0 0.18571428571428572 0.0 0.1 0.014285714285714285
5.0,0.0024271844660194173 0.0048543689320388345 0.0024271844660194173 0.0 0.10922330097087378 0.019417475728155338 0.05339805825242718 0.02912621359223301
7.0,0.003937007874015748 0.04330708661417323 0.003937007874015748 0.003937007874015748 0.1062992125984252 0.051181102362204724 0.07480314960629922 0.011811023622047244
1.0,0.0 0.0 0.07142857142857142 0.030612244897959183 0.10204081632653061 0.01020408163265306 0.08163265306122448 0.01020408163265306
3.0,0.0 0.02909090909090909 0.014545454545454545 0.0 0.08727272727272728 0.03636363636363636 0.05090909090909091 0.0
3.0,0.007850834151128557 0.007850834151128557 0.007850834151128557 0.0 0.07065750736015702 0.014720314033366046 0.04808635917566242 0.008832188420019628
0.0,0.0 0.0 0.007462686567164179 0.007462686567164179 0.11940298507462686 0.022388059701492536 0.029850746268656716 0.03731343283582089
3.0,0.02112676056338028 0.0 0.056338028169014086 0.014084507042253521 0.11267605633802817 0.007042253521126761 0.028169014084507043 0.014084507042253521
3.0,0.0026246719160104987 0.007874015748031496 0.031496062992125984 0.0026246719160104987 0.09448818897637795 0.02099737532808399 0.06824146981627296 0.015748031496062992
3.0,0.011933174224343675 0.00477326968973747 0.00954653937947494 0.011933174224343675 0.09069212410501193 0.031026252983293555 0.06443914081145585 0.016706443914081145
3.0,0.011194029850746268 0.0 0.022388059701492536 0.0 0.07835820895522388 0.033582089552238806 0.05223880597014925 0.04477611940298507
6.0,0.00909090909090909 0.0 0.00909090909090909 0.00909090909090909 0.1 0.00909090909090909 0.03636363636363636 0.0
1.0,0.005405405405405406 0.002702702702702703 0.03513513513513514 0.008108108108108109 0.13783783783783785 0.008108108108108109 0.04864864864864865 0.013513513513513514
1.0,0.007905138339920948 0.003952569169960474 0.03162055335968379 0.007905138339920948 0.08695652173913043 0.043478260869565216 0.03162055335968379 0.007905138339920948
2.0,0.008130081300813009 0.0 0.032520325203252036 0.0027100271002710027 0.056910569105691054 0.018970189701897018 0.02981029810298103 0.01084010840108401
2.0,0.017241379310344827 0.0 0.021551724137931036 0.004310344827586207 0.11637931034482758 0.03879310344827586 0.04741379310344827 0.04310344827586207
3.0,0.0 0.009259259259259259 0.07407407407407407 0.0 0.12962962962962962 0.037037037037037035 0.05555555555555555 0.009259259259259259
2.0,0.0 0.0 0.0375 0.0375 0.05 0.0 0.025 0.0
1.0,0.0 0.0 0.0071174377224199285 0.010676156583629894 0.08540925266903915 0.021352313167259787 0.046263345195729534 0.0035587188612099642
2.0,0.0 0.0 0.012698412698412698 0.0 0.09206349206349207 0.006349206349206349 0.08571428571428572 0.006349206349206349
2.0,0.0036363636363636364 0.005454545454545455 0.00909090909090909 0.02181818181818182 0.09272727272727273 0.05454545454545454 0.01090909090909091 0.02909090909090909
4.0,0.002150537634408602 0.004838709677419355 0.002688172043010753 0.004838709677419355 0.09193548387096774 0.025806451612903226 0.05698924731182796 0.006989247311827957
2.0,0.0 0.00902061855670103 0.003865979381443299 0.001288659793814433 0.09922680412371133 0.020618556701030927 0.059278350515463915 0.023195876288659795
2.0,0.0 0.02702702702702703 0.0 0.0 0.07432432432432433 0.060810810810810814 0.033783783783783786 0.04054054054054054
1.0,0.0 0.0056179775280898875 0.0056179775280898875 0.016853932584269662 0.11797752808988764 0.02247191011235955 0.06179775280898876 0.0056179775280898875
2.0,0.0 0.0 0.006134969325153374 0.0 0.15337423312883436 0.018404907975460124 0.08588957055214724 0.0
2.0,0.0 0.030303030303030304 0.0 0.0 0.06060606060606061 0.0 0.030303030303030304 0.030303030303030304
1.0,0.006600660066006601 0.0 0.0231023102310231 0.0231023102310231 0.15181518151815182 0.019801980198019802 0.056105610561056105 0.026402640264026403
4.0,0.0 0.0390625 0.0 0.0078125 0.1171875 0.03125 0.046875 0.0
4.0,0.00291970802919708 0.01167883211678832 0.0 0.00145985401459854 0.07445255474452554 0.040875912408759124 0.05401459854014599 0.014598540145985401
2.0,0.0 0.0049504950495049506 0.007425742574257425 0.019801980198019802 0.11386138613861387 0.024752475247524754 0.06188118811881188 0.009900990099009901
2.0,0.0 0.0 0.01652892561983471 0.01652892561983471 0.10743801652892562 0.024793388429752067 0.024793388429752067 0.04132231404958678
3.0,0.0 0.011494252873563218 0.005747126436781609 0.0 0.08620689655172414 0.034482758620689655 0.04597701149425287 0.017241379310344827
2.0,0.0025906735751295338 0.0 0.010362694300518135 0.0025906735751295338 0.05699481865284974 0.03626943005181347 0.02849740932642487 0.012953367875647668
2.0,0.015822784810126583 0.0 0.02531645569620253 0.0031645569620253164 0.06329113924050633 0.03164556962025317 0.0379746835443038 0.03481012658227848
2.0,0.0 0.005763688760806916 0.005763688760806916 0.002881844380403458 0.1037463976945245 0.025936599423631124 0.05763688760806916 0.01729106628242075
4.0,0.010714285714285714 0.014285714285714285 0.0 0.0035714285714285713 0.09285714285714286 0.02142857142857143 0.04285714285714286 0.007142857142857143
1.0,0.005865102639296188 7.331378299120235E-4 0.0036656891495601175 0.0 0.09090909090909091 0.016129032258064516 0.04985337243401759 0.01906158357771261
2.0,0.0 0.010395010395010396 0.016632016632016633 0.014553014553014554 0.1101871101871102 0.018711018711018712 0.07068607068607069 0.02079002079002079
1.0,0.0041928721174004195 0.0 0.012578616352201259 0.023060796645702306 0.1069182389937107 0.03773584905660377 0.0440251572327044 0.0020964360587002098
2.0,0.0125 0.02 0.04 0.005 0.09 0.0075 0.055 0.0075
2.0,0.014492753623188406 0.0 0.0 0.0 0.08695652173913043 0.014492753623188406 0.08695652173913043 0.028985507246376812
1.0,0.0 0.011764705882352941 0.011764705882352941 0.0 0.12352941176470589 0.029411764705882353 0.07647058823529412 0.0058823529411764705
0.0,0.0 0.007905138339920948 0.03162055335968379 0.003952569169960474 0.09090909090909091 0.011857707509881422 0.05138339920948617 0.015810276679841896
3.0,0.0 0.032520325203252036 0.016260162601626018 0.008130081300813009 0.056910569105691054 0.04065040650406504 0.04065040650406504 0.0
0.0,0.0 0.008982035928143712 0.020958083832335328 0.011976047904191617 0.11377245508982035 0.017964071856287425 0.0658682634730539 0.008982035928143712
1.0,0.003367003367003367 0.003367003367003367 0.003367003367003367 0.003367003367003367 0.06060606060606061 0.02356902356902357 0.03367003367003367 0.02356902356902357
5.0,0.004592422502870264 0.0057405281285878304 0.022962112514351322 0.002296211251435132 0.04936854190585534 0.010332950631458095 0.045924225028702644 0.003444316877152698
2.0,0.0049504950495049506 0.0 0.01485148514851485 0.0049504950495049506 0.054455445544554455 0.034653465346534656 0.054455445544554455 0.019801980198019802
6.0,0.0 0.007692307692307693 0.007692307692307693 0.023076923076923078 0.09230769230769231 0.007692307692307693 0.05384615384615385 0.015384615384615385
7.0,0.0013850415512465374 0.012465373961218837 0.0013850415512465374 0.018005540166204988 0.08448753462603878 0.012465373961218837 0.054016620498614956 0.008310249307479225
10.0,0.004842615012106538 0.0012106537530266344 0.0012106537530266344 0.0 0.04963680387409201 0.026634382566585957 0.05447941888619855 0.010895883777239709
5.0,0.0 0.0 0.013333333333333334 0.0 0.12666666666666668 0.03333333333333333 0.05333333333333334 0.02
1.0,0.009569377990430622 0.004784688995215311 0.014354066985645933 0.009569377990430622 0.11483253588516747 0.019138755980861243 0.08133971291866028 0.028708133971291867
4.0,0.0 0.016483516483516484 0.0027472527472527475 0.008241758241758242 0.057692307692307696 0.04395604395604396 0.038461538461538464 0.008241758241758242
3.0,0.0 0.0 0.023622047244094488 0.015748031496062992 0.11811023622047244 0.023622047244094488 0.047244094488188976 0.023622047244094488
8.0,0.004761904761904762 0.01904761904761905 0.0 0.0 0.08571428571428572 0.02857142857142857 0.05714285714285714 0.01904761904761905
5.0,0.006787330316742082 0.004524886877828055 0.0022624434389140274 0.00904977375565611 0.07239819004524888 0.03167420814479638 0.049773755656108594 0.03167420814479638
0.0,0.0048543689320388345 0.0048543689320388345 0.009708737864077669 0.019417475728155338 0.10679611650485436 0.0048543689320388345 0.043689320388349516 0.0
1.0,0.0 0.0 0.006369426751592357 0.028662420382165606 0.09235668789808917 0.04777070063694268 0.025477707006369428 0.009554140127388535
4.0,0.00398406374501992 0.0 0.027888446215139442 0.00398406374501992 0.10756972111553785 0.01195219123505976 0.05976095617529881 0.01593625498007968
0.0,0.0 0.0 0.008403361344537815 0.008403361344537815 0.07563025210084033 0.008403361344537815 0.058823529411764705 0.008403361344537815
6.0,0.012121212121212121 0.021212121212121213 0.0030303030303030303 0.015151515151515152 0.07575757575757576 0.024242424242424242 0.04242424242424243 0.012121212121212121
3.0,0.0 0.019305019305019305 0.0 0.003861003861003861 0.05791505791505792 0.03474903474903475 0.05019305019305019 0.007722007722007722
1.0,0.0 0.01532567049808429 0.019157088122605363 0.007662835249042145 0.06704980842911877 0.04597701149425287 0.038314176245210725 0.01532567049808429
3.0,0.013513513513513514 0.0 0.013513513513513514 0.0 0.10810810810810811 0.013513513513513514 0.04054054054054054 0.0
3.0,0.0015600624024961 0.0 0.0093603744149766 0.0015600624024961 0.08892355694227769 0.0218408736349454 0.0452418096723869 0.0109204368174727
1.0,0.0 0.007874015748031496 0.023622047244094488 0.0 0.07086614173228346 0.023622047244094488 0.05511811023622047 0.007874015748031496
1.0,0.007466401194624191 0.003484320557491289 0.0054753608760577405 4.977600796416127E-4 0.09258337481333997 0.022896963663514187 0.0666998506719761 0.012444001991040319
6.0,0.0 0.006928406466512702 0.0023094688221709007 0.011547344110854504 0.06004618937644342 0.023094688221709007 0.03695150115473441 0.006928406466512702
5.0,0.0 0.02586206896551724 0.008620689655172414 0.0 0.05172413793103448 0.017241379310344827 0.06896551724137931 0.0
0.0,0.0102880658436214 0.0 0.0102880658436214 0.0102880658436214 0.08641975308641975 0.00411522633744856 0.030864197530864196 0.0205761316872428
8.0,0.0021598272138228943 0.017278617710583154 0.0 0.0 0.10151187904967603 0.04319654427645788 0.04319654427645788 0.008639308855291577
0.0,0.003703703703703704 0.0 0.025925925925925925 0.007407407407407408 0.08888888888888889 0.03333333333333333 0.044444444444444446 0.025925925925925925
0.0,0.0 0.0 0.010050251256281407 0.01507537688442211 0.12060301507537688 0.01507537688442211 0.05527638190954774 0.04522613065326633
2.0,0.0 0.005813953488372093 0.005813953488372093 0.005813953488372093 0.09302325581395349 0.040697674418604654 0.06976744186046512 0.046511627906976744
1.0,0.011904761904761904 0.0 0.03571428571428571 0.0 0.09523809523809523 0.011904761904761904 0.05952380952380952 0.023809523809523808
5.0,0.003401360544217687 0.006802721088435374 0.0045351473922902496 0.007936507936507936 0.09297052154195011 0.012471655328798186 0.036281179138321996 0.007936507936507936
1.0,0.002638522427440633 0.013192612137203167 0.005277044854881266 0.0079155672823219 0.10554089709762533 0.013192612137203167 0.0395778364116095 0.0158311345646438
5.0,0.0 0.0 0.0 0.022727272727272728 0.09090909090909091 0.0 0.045454545454545456 0.0
4.0,0.0 0.00477326968973747 0.0 0.011933174224343675 0.07398568019093078 0.05489260143198091 0.05489260143198091 0.02386634844868735
1.0,0.0 0.0 0.013245033112582781 0.006622516556291391 0.0728476821192053 0.019867549668874173 0.052980132450331126 0.019867549668874173
6.0,0.0 0.00510204081632653 0.02040816326530612 0.002551020408163265 0.10714285714285714 0.007653061224489796 0.04336734693877551 0.017857142857142856
6.0,0.001422475106685633 0.005689900426742532 0.01422475106685633 0.004267425320056899 0.09388335704125178 0.034139402560455195 0.06258890469416785 0.02702702702702703
2.0,0.0 0.019230769230769232 0.014423076923076924 0.004807692307692308 0.10096153846153846 0.014423076923076924 0.052884615384615384 0.019230769230769232
2.0,0.0 0.0 0.014492753623188406 0.0 0.08695652173913043 0.014492753623188406 0.043478260869565216 0.0
3.0,0.0 0.011235955056179775 0.0056179775280898875 0.0056179775280898875 0.08426966292134831 0.033707865168539325 0.0898876404494382 0.0056179775280898875
2.0,0.0 0.014492753623188406 0.021739130434782608 0.0036231884057971015 0.11594202898550725 0.021739130434782608 0.06884057971014493 0.021739130434782608
1.0,0.006060606060606061 0.004545454545454545 0.007575757575757576 0.006060606060606061 0.09848484848484848 0.025757575757575757 0.06060606060606061 0.006060606060606061
1.0,0.012903225806451613 0.0 0.025806451612903226 0.0064516129032258064 0.11612903225806452 0.025806451612903226 0.05806451612903226 0.01935483870967742
2.0,0.0019157088122605363 0.0019157088122605363 0.0038314176245210726 0.0019157088122605363 0.08620689655172414 0.007662835249042145 0.04980842911877394 0.0038314176245210726
1.0,0.0 0.008928571428571428 0.017857142857142856 0.0 0.13392857142857142 0.026785714285714284 0.044642857142857144 0.008928571428571428
1.0,0.014388489208633094 0.0 0.0 0.02158273381294964 0.09352517985611511 0.02158273381294964 0.08633093525179857 0.007194244604316547
3.0,0.002824858757062147 0.005649717514124294 0.01694915254237288 0.0 0.07344632768361582 0.00847457627118644 0.03954802259887006 0.014124293785310734
2.0,0.003952569169960474 0.001976284584980237 0.005928853754940711 0.019762845849802372 0.05533596837944664 0.015810276679841896 0.029644268774703556 0.007905138339920948
4.0,0.0020920502092050207 0.016736401673640166 0.0020920502092050207 0.0041841004184100415 0.1108786610878661 0.012552301255230125 0.08158995815899582 0.006276150627615063
3.0,0.005405405405405406 0.005405405405405406 0.008108108108108109 0.013513513513513514 0.08648648648648649 0.02702702702702703 0.02702702702702703 0.002702702702702703
2.0,0.021052631578947368 0.0 0.0 0.0 0.09473684210526316 0.021052631578947368 0.08421052631578947 0.010526315789473684
8.0,0.0 0.0055248618784530384 0.0 0.0 0.08839779005524862 0.0055248618784530384 0.04419889502762431 0.0055248618784530384
3.0,0.018018018018018018 0.0036036036036036037 0.0036036036036036037 0.007207207207207207 0.06666666666666667 0.021621621621621623 0.05045045045045045 0.0036036036036036037
3.0,0.014423076923076924 0.019230769230769232 0.014423076923076924 0.014423076923076924 0.09615384615384616 0.019230769230769232 0.038461538461538464 0.0
4.0,0.002890173410404624 0.028901734104046242 0.011560693641618497 0.0 0.07225433526011561 0.008670520231213872 0.05202312138728324 0.008670520231213872
7.0,0.002 0.005 0.034 0.0 0.105 0.044 0.057 0.025
5.0,0.016293279022403257 0.0 0.008146639511201629 0.012219959266802444 0.09572301425661914 0.014256619144602852 0.048879837067209775 0.006109979633401222
2.0,0.0015360983102918587 0.010752688172043012 0.004608294930875576 0.015360983102918587 0.10138248847926268 0.02457757296466974 0.06451612903225806 0.02457757296466974
5.0,0.007575757575757576 0.007575757575757576 0.0 0.0 0.05303030303030303 0.030303030303030304 0.045454545454545456 0.015151515151515152
7.0,0.0 0.02185792349726776 0.01912568306010929 0.00546448087431694 0.08743169398907104 0.0273224043715847 0.07103825136612021 0.01092896174863388
5.0,0.0 0.008333333333333333 0.058333333333333334 0.0 0.09166666666666666 0.03333333333333333 0.06666666666666667 0.008333333333333333
5.0,0.0 0.007246376811594203 0.028985507246376812 0.014492753623188406 0.11594202898550725 0.021739130434782608 0.09420289855072464 0.014492753623188406
8.0,0.0049504950495049506 0.009900990099009901 0.0 0.0 0.08168316831683169 0.039603960396039604 0.06930693069306931 0.0049504950495049506
4.0,0.0234375 0.0078125 0.03125 0.0078125 0.0703125 0.015625 0.015625 0.015625
3.0,0.0 0.0 0.048484848484848485 0.01818181818181818 0.10303030303030303 0.030303030303030304 0.06060606060606061 0.012121212121212121
5.0,0.0 0.0 0.0 0.0 0.06930693069306931 0.039603960396039604 0.039603960396039604 0.0
4.0,0.010309278350515464 0.0 0.023195876288659795 0.0 0.059278350515463915 0.020618556701030927 0.04639175257731959 0.01288659793814433
7.0,0.0 0.02112676056338028 0.0 0.014084507042253521 0.07042253521126761 0.02112676056338028 0.028169014084507043 0.02112676056338028
8.0,0.008888888888888889 0.008888888888888889 0.0044444444444444444 0.0044444444444444444 0.1511111111111111 0.022222222222222223 0.06222222222222222 0.0
5.0,0.0 0.013513513513513514 0.0 0.0 0.12162162162162163 0.04054054054054054 0.05405405405405406 0.04054054054054054
7.0,0.006741573033707865 0.006741573033707865 0.008988764044943821 0.0 0.07191011235955057 0.020224719101123594 0.060674157303370786 0.024719101123595506
5.0,0.004784688995215311 0.0 0.004784688995215311 0.004784688995215311 0.16267942583732056 0.014354066985645933 0.09090909090909091 0.014354066985645933
5.0,0.0 0.0 0.03428571428571429 0.005714285714285714 0.09714285714285714 0.005714285714285714 0.06285714285714286 0.0
8.0,0.0 0.011764705882352941 0.0058823529411764705 0.0 0.1 0.011764705882352941 0.07647058823529412 0.01764705882352941
8.0,0.008108108108108109 0.005405405405405406 0.010810810810810811 0.013513513513513514 0.12702702702702703 0.02972972972972973 0.08108108108108109 0.024324324324324326
9.0,0.012587412587412588 0.022377622377622378 0.0 0.0 0.07832167832167833 0.011188811188811189 0.04755244755244755 0.006993006993006993
2.0,0.009174311926605505 0.007339449541284404 0.01651376146788991 0.005504587155963303 0.07706422018348624 0.01651376146788991 0.03669724770642202 0.012844036697247707
3.0,0.0121580547112462 0.015197568389057751 0.00911854103343465 0.00303951367781155 0.0790273556231003 0.0243161094224924 0.02127659574468085 0.0182370820668693
2.0,0.0040650406504065045 0.016260162601626018 0.02032520325203252 0.0 0.07317073170731707 0.028455284552845527 0.028455284552845527 0.024390243902439025
4.0,0.001557632398753894 0.003115264797507788 0.009345794392523364 0.001557632398753894 0.11214953271028037 0.021806853582554516 0.06074766355140187 0.010903426791277258
6.0,0.0019083969465648854 0.003816793893129771 0.0 0.0 0.0648854961832061 0.03625954198473282 0.04007633587786259 0.0057251908396946565
3.0,0.005434782608695652 0.005434782608695652 0.024456521739130436 0.0 0.08695652173913043 0.029891304347826088 0.03804347826086957 0.021739130434782608
4.0,0.0070921985815602835 0.0070921985815602835 0.02127659574468085 0.0 0.09929078014184398 0.02127659574468085 0.03546099290780142 0.0070921985815602835
5.0,0.013100436681222707 0.013100436681222707 0.026200873362445413 0.008733624454148471 0.07423580786026202 0.026200873362445413 0.056768558951965066 0.013100436681222707
7.0,0.0035335689045936395 0.0017667844522968198 0.00530035335689046 0.01060070671378092 0.10070671378091872 0.022968197879858657 0.04063604240282685 0.0017667844522968198
4.0,0.007692307692307693 0.007692307692307693 0.0 0.0 0.13076923076923078 0.023076923076923078 0.07692307692307693 0.007692307692307693
2.0,0.0 0.0 0.009523809523809525 0.009523809523809525 0.10476190476190476 0.009523809523809525 0.0380952380952381 0.01904761904761905
5.0,0.00980392156862745 0.0 0.00980392156862745 0.0 0.0392156862745098 0.049019607843137254 0.0392156862745098 0.0392156862745098
7.0,0.0 0.0 0.008064516129032258 0.0 0.08064516129032258 0.06451612903225806 0.04838709677419355 0.04838709677419355
6.0,0.024390243902439025 0.036585365853658534 0.0 0.0 0.0975609756097561 0.024390243902439025 0.04878048780487805 0.024390243902439025
2.0,0.00819672131147541 0.020491803278688523 0.012295081967213115 0.01639344262295082 0.08196721311475409 0.012295081967213115 0.045081967213114756 0.03278688524590164
4.0,0.03333333333333333 0.0 0.011111111111111112 0.005555555555555556 0.10555555555555556 0.022222222222222223 0.08888888888888889 0.0
7.0,0.0 0.008048289738430584 0.002012072434607646 0.0 0.10261569416498995 0.028169014084507043 0.060362173038229376 0.02414486921529175
5.0,0.00966183574879227 0.004830917874396135 0.004830917874396135 0.0 0.0821256038647343 0.014492753623188406 0.04830917874396135 0.024154589371980676
7.0,0.007936507936507936 0.0 0.007936507936507936 0.00992063492063492 0.061507936507936505 0.03373015873015873 0.03373015873015873 0.023809523809523808
6.0,0.00487012987012987 0.0 0.003246753246753247 0.00487012987012987 0.1185064935064935 0.01948051948051948 0.05194805194805195 0.00974025974025974
5.0,0.0 0.047619047619047616 0.02040816326530612 0.006802721088435374 0.1292517006802721 0.027210884353741496 0.06802721088435375 0.02040816326530612
5.0,0.00202020202020202 0.010101010101010102 0.046464646464646465 0.006060606060606061 0.08484848484848485 0.010101010101010102 0.026262626262626262 0.014141414141414142
7.0,0.005945303210463734 0.0035671819262782403 0.009512485136741973 0.0 0.08442330558858502 0.036860879904875146 0.04399524375743163 0.030915576694411414
9.0,0.004219409282700422 0.023206751054852322 0.004219409282700422 0.002109704641350211 0.08227848101265822 0.014767932489451477 0.056962025316455694 0.004219409282700422
5.0,0.0053475935828877 0.0 0.00267379679144385 0.0 0.0855614973262032 0.008021390374331552 0.0481283422459893 0.008021390374331552
